release_id,cog_eap,lan_eap,soc_eap,emo_eap,body_eap
R595843212,-1.133979,-1.271411,-.871232,.57422,-1.287404
R597229072,-.313857,-.665863,-.220357,.318743,-.860025
R597333585,-.834821,-1.495158,-.400949,-.001801,-2.544752
R598004467,-1.129399,-1.313989,-.159256,-.193216,-1.542053
R598510081,-.945686,-1.517895,-.5738,-.75229,-1.778695
R598916257,.203523,.072351,-.33974,-.851923,.354147
R600554261,-1.464272,-2.101296,-1.151033,-.823845,-2.550888
R600639384,-1.604966,-2.973204,-1.789559,-1.321813,-2.120643
R601589084,-.657141,-.895422,.523511,.315827,-.938329
R602921905,.267707,-.584378,.916968,.621203,-1.087206
R602960194,-1.199587,-1.45068,-.995856,-.495424,-.821852
R603296234,-.511243,-.636197,-.472785,.348874,-2.165637
R603506737,-.274691,-1.027229,-.067545,.583316,-.473328
R603839356,-.993459,-.693621,-1.087525,.105453,-1.418746
R604140030,-2.119803,-2.934174,-.936761,-.726113,-2.643471
R604237426,-1.018727,-2.083099,-.41585,-.029477,-1.27808
R604238062,-1.414397,-2.110549,-1.74724,-.773497,-2.046896
R604385310,-.908773,-1.749059,-1.001938,-.138132,-2.439557
R604733508,-.647507,-1.400795,.035755,.273973,-1.552532
R604812149,-1.629183,-2.074191,-.351452,-.555062,-1.24631
R605159762,-1.565643,-1.084003,-.955173,.006909,-2.037766
R606344863,-1.612157,-2.770649,-1.827537,-1.144583,-2.941924
R607168463,-1.286322,-1.006575,-1.009169,.429076,-1.087357
R607218113,-1.853911,-2.505979,-1.117692,-.440498,-1.82802
R607716471,-1.330089,-1.883102,-1.122536,-.766429,-2.196924
R607747583,-1.656574,-2.041041,-2.310215,-.563922,-1.975511
R608373332,-.68878,-.562403,-.652231,.091423,-1.58251
R609114498,-1.285593,-1.340011,.210665,-.6329,-1.172989
R609459891,-.65233,-1.184299,-.024487,-.362623,-1.425166
R610953684,-.601226,-.248041,-.496218,-.242883,-1.334867
R611489275,-1.296755,-2.881074,-1.322994,-.452736,-2.158877
R611631921,-1.224327,-2.006212,-1.581694,-.943735,-1.814282
R611743042,-.664275,-1.658196,-.727312,.184029,-1.603384
R611979126,-.921731,-2.144353,-.872139,.471782,-2.105612
R613549711,-1.14247,-.989026,-.914685,-1.039647,-1.206764
R614034788,-.723477,-1.612528,-.010994,.40147,-1.069474
R614858782,-1.51737,-1.9454,-.972818,-.48848,-1.31461
R614953060,-1.702974,-1.754191,-.999438,-.505029,-2.691013
R615323063,-.718952,-1.33806,-.141704,.817767,-1.506936
R615392437,-.067645,-.529224,.724151,.173685,-.486874
R615999564,-1.582679,-2.631456,-1.334836,-1.651992,-2.416817
R616461877,-1.204296,-2.319284,-.741682,-.69377,-1.531987
R617106203,-.519304,-1.22475,-1.489277,-.6332,-2.340372
R617204590,-.784074,-1.51177,-.43184,-.12243,-1.593461
R618017832,-1.005531,-2.299921,-.958133,-.63535,-1.345252
R618375896,-.169813,-.598991,.228872,.686028,-1.675839
R618452576,-1.341562,-2.495395,-1.405709,-1.381297,-2.54266
R619039617,-.214981,-.0862,1.936357,1.414546,-1.03866
R619124663,-1.038349,-2.315841,-1.049416,-.236,-2.040364
R619419506,-1.374011,-2.162992,-2.075315,-.81192,-1.689914
R619618473,-.004303,-.622538,-.344307,.424631,-1.079179
R619736615,-.376973,-.97949,-.571552,-.548945,-1.262562
R620028399,-.570793,-1.191453,-.400118,-.494002,-2.128249
R620039522,-.970197,-1.726728,-1.24311,-1.100403,-1.510393
R620393611,-.750876,-.462978,.687397,-.147832,-.785436
R622045630,.005804,-.495001,-.268698,-.225986,-1.182017
R622443474,-1.072532,-1.212103,-1.310634,-.700446,-2.282804
R623414615,-2.043984,-2.900033,-.818851,-.753404,-2.927977
R623622920,-1.126336,-1.51272,.510244,-.073852,-1.420567
R624887044,-1.316174,-1.326899,-.635263,-.255353,-1.466914
R625373490,-1.970798,-2.747513,-1.563203,-.810407,-1.944828
R628098811,-1.221322,-2.299869,-.498041,-.490693,-2.324277
R628252822,-.591373,-1.173598,-1.164969,.058346,-1.517076
R628282109,-1.69511,-2.736971,-1.324529,-.772627,-2.577343
R628760266,-.609323,-1.024806,.674222,.183298,-.800217
R629156707,-.665419,-1.096947,-.370339,.930215,-1.17916
R630108502,-1.387161,-2.627939,-.793341,-.487203,-1.564985
R630158752,-1.572421,-2.857963,-.843006,-1.124172,-1.496359
R631131043,-2.350382,-3.979959,-1.772575,-1.129015,-1.927327
R631370953,-.57816,-1.113226,-.399722,-.451292,-1.525634
R631538086,-.99236,-1.705583,-.462197,.288901,-1.052175
R632837101,-.552696,-1.003086,-1.554385,-1.168712,-2.08444
R633124432,-.119203,-.635477,.604009,.124003,-.757222
R633291199,-1.725954,-2.833877,-1.62117,-.863425,-2.187722
R634542835,-.324615,-.331433,.369709,.804371,.430502
R635015008,-.775096,-1.648475,-.58312,-.316799,-1.34297
R636404729,-1.296278,-1.608852,-.673931,-.87967,-1.874467
R636691477,-.973219,-2.140026,-.673091,-.362491,-1.599869
R637142695,-.764806,-1.442915,-.887185,-.404953,-1.001552
R637162155,-.720456,-1.912382,-1.104173,-.71875,-1.456832
R638704449,-2.300396,-2.384365,-1.719057,-1.389593,-2.111357
R639216174,-1.203323,-1.590177,-.966429,-.640444,-1.354871
R639229552,-.834547,-1.639814,-.757806,-.46759,-1.986247
R639342542,-1.834921,-3.04179,-1.154376,-.907652,-2.041427
R639366031,-1.814717,-3.705989,-1.944546,-1.666922,-3.373121
R639528088,-1.309441,-2.246445,-1.179043,-1.366341,-2.030367
R639633426,-1.175507,-2.692447,-1.208666,-1.520166,-2.167981
R639863558,-1.160997,-1.595666,-.714023,-.612999,-1.478523
R641765068,-.234239,.133874,.907645,.279897,-1.274154
R641777573,-2.39497,-4.40645,-1.535811,-.427769,-2.240036
R641865760,-1.609034,-2.074583,-1.200722,-.743862,-1.858308
R642321696,-.568762,-.158632,-.490956,.073707,-1.969003
R642479618,-.541953,-1.443271,-.202043,-.35135,-1.203991
R643174326,-1.557526,-1.900934,-.526678,.049054,-1.684785
R643226629,-.285583,-1.199159,.2565,.148592,-1.884569
R643327708,-.367341,-.573518,.200924,.605846,-.887336
R643583817,-.020944,-.234032,1.696435,.837753,-1.166137
R644007519,-.469033,-.677685,-.280606,.067237,-1.099098
R644277960,-.554139,-1.216163,-.008813,-.353444,-.919842
R644378631,-.685782,-1.123048,-.672523,-.719904,-1.677284
R644755377,-.704001,-.448098,.759483,-.174869,-.88599
R644773014,-1.410912,-1.566821,-.880769,.377169,-1.576196
R645392490,-1.590741,-1.953088,.041734,-1.372825,-2.345802
R645393876,-1.183973,-2.027007,-1.794846,-.529997,-1.818565
R646021614,-.923122,-.839536,-.297427,.600373,-1.209435
R646320099,-.948373,-1.030007,-.244517,-.330084,-1.464619
R647059491,-1.403924,-.924792,-1.119884,-.9848,-.7847
R647513744,-.887393,-1.585538,-1.095003,-.592772,-1.959486
R648407181,-2.499676,-3.174815,-2.504812,-2.130612,-2.767197
R648560291,-.748104,-1.591144,-.361893,-.42528,-2.460441
R649534556,-1.69406,-2.990703,-1.927208,-1.411212,-2.296881
R650826967,-1.611991,-2.327224,-1.168776,-1.108318,-1.886905
R650863557,-.587428,-1.021749,-.840381,-.000907,-1.522551
R650923870,-1.153612,-1.204598,-1.161515,-.697208,-1.384317
R651028804,-.628864,-1.348123,-1.195723,-.547361,-1.831798
R651342693,.125989,.462472,1.043084,.627101,.016463
R652739485,-.96693,-1.170507,-1.012419,.280807,-1.557253
R652846783,-.964545,-1.172772,-.310552,-.807508,-1.533866
R653182763,-1.031949,-1.50857,-.449418,-.108446,-1.637833
R653520630,-.857851,-1.913349,-1.603153,-.112942,-1.421224
R654496490,-.628659,-1.679013,-.540094,-.332938,-1.359147
R654841539,-.892258,-1.71355,-.093655,-.962625,-1.279737
R655188244,-.928786,-1.588354,.214392,-.183681,-1.966512
R656289217,-1.68966,-2.210391,-1.393791,-1.286777,-2.426903
R656719906,-.861102,-1.625417,-1.869729,-.989112,-1.529992
R656922404,-1.248031,-2.2475,-.68542,-.347194,-1.803698
R657049338,-1.228477,-1.271892,-.042901,-.111852,-.573135
R657741532,-1.785544,-2.75119,-1.825901,-1.057768,-2.09574
R657805582,-.126036,-.778919,-.48925,.581791,-1.516833
R657950064,-1.974032,-3.009579,-2.291742,-1.526719,-2.131457
R658845879,-1.728786,-1.032321,-1.116151,-.471415,-2.074619
R659013678,-1.774367,-2.044716,-1.844678,-.684766,-1.811744
R659455462,-1.013068,-1.308714,.180998,.20959,-1.632442
R660212461,-2.193816,-4.328797,-1.827074,-1.815383,-2.547846
R661385412,-.699961,-.654429,.654529,.872057,-1.17206
R661818085,-1.232513,-2.002554,-1.485769,-.937611,-1.784848
R662862854,-.540407,-1.337556,.177136,.265136,-1.387969
R663263972,-1.34243,-2.049814,-.824105,-1.393275,-2.097321
R663686479,-.785616,-1.65847,-1.072482,.221114,-1.820351
R663823632,-1.676762,-1.645137,-1.375254,-1.252825,-1.987958
R663846086,.435166,.215769,1.223535,.344034,-.757176
R663885139,-1.110082,-1.00896,.642797,.548809,-.756958
R664052708,-.91738,-.948986,-1.093953,-.527878,-1.15066
R664375620,-1.274424,-1.473181,-.676529,.135904,-1.053956
R665091785,-2.153469,-2.933708,-1.255233,-.95412,-2.019197
R666158181,-.745769,-1.504729,.12621,-.172613,-1.646973
R668006772,-.857865,-1.528066,-1.10121,-.878591,-1.452261
R668474172,-.254952,-.853497,1.403153,.405423,-.728472
R668705799,-.570733,-1.07627,-.065701,.206469,-1.700956
R668826690,-.417295,-1.030913,.612045,-.261885,-.916873
R669138474,-1.213316,-.679958,.193327,-.639505,-1.559513
R669402654,-1.075641,-.652308,-.672907,-.807111,-1.343101
R670026353,-.848806,-1.447608,-.72831,-.35103,-1.429046
R671986617,-1.778238,-2.609285,-.824307,-1.632703,-2.439311
R672388365,-1.676657,-2.388615,-1.422451,-.200313,-1.427171
R673572665,-1.0054,-1.486581,-.467973,-.651883,-1.854191
R674772290,-.544841,-1.640418,.351739,-.630296,-1.504637
R674879540,-.847667,-1.250925,-.258645,.110916,-1.322404
R675971680,-2.066714,-3.697604,-2.240699,-1.510733,-3.000962
R676193875,-2.890618,-4.547127,-3.410916,-2.271739,-3.605069
R677713534,-.50171,-1.162874,-.469942,.746143,-.0211
R678281061,.136825,-.41476,.850872,.433928,-.885755
R678437466,-1.463745,-1.395123,-.169416,-.052127,-1.600181
R679165961,-.560713,-1.460414,-1.23309,-.708141,-2.164887
R679195432,-1.241197,-1.150227,-.764633,-.538024,-.932645
R679303923,-1.139251,-1.899028,-.884047,-.67672,-1.991136
R679333245,-1.66033,-1.706787,-1.156852,-.995267,-.700563
R679521140,-1.709584,-2.31703,-1.170894,-1.238453,-2.232422
R679968539,-1.374884,-1.648431,-1.245742,-.869418,-1.615516
R680974877,-.852661,-1.924523,.093,.28137,-1.447493
R681552300,-.663432,-1.741266,-.89876,-.418995,-1.137878
R681608668,-1.43537,-2.853125,-1.613151,-1.464371,-2.048725
R682422439,-.917517,-1.027229,.027568,.215816,-.912658
R682443633,-1.164069,-1.932289,-.502886,-.508791,-1.155746
R683538516,-.900878,-1.609725,-.676709,-.496763,-1.693173
R683823400,-1.612376,-2.843597,-1.46754,-.62703,-1.845639
R684676852,-1.164069,-2.244431,.027568,-.099858,-1.330901
R684819338,-.789396,-1.127151,-.818851,-.6332,-.718608
R685427238,-.766123,-.664347,.243001,.460788,-1.676389
R685485258,-.654542,-.978704,.11634,-.199304,-1.304949
R686256882,-1.222054,-1.978962,-1.153625,-.840674,-1.646763
R686391445,-1.969222,-3.054835,-1.340672,-1.133521,-2.56481
R686463674,-1.185506,-2.311742,-1.757711,-.86848,-2.195109
R687365962,-.986809,-1.32493,-.743125,-.198294,-2.011693
R687620311,-1.841902,-1.939818,-1.378866,-1.396598,-2.114395
R688466916,-.647921,-1.255477,-.462058,1.142005,-1.613915
R688476730,-.761613,-1.860524,-1.218723,-.570247,-1.882953
R689291932,-.683139,-.765368,-.761441,.04757,-1.8422
R690231210,-1.689445,-2.171079,-1.594717,-1.455175,-2.006245
R690946750,-1.216909,-1.997046,-1.002868,-.374454,-1.538876
R691307331,-1.240898,-2.096648,-1.558851,-.287452,-1.974683
R691508961,-.696794,-1.249481,-.767816,-.246516,-1.43128
R692019742,-.836772,-1.392177,-.5535,.216749,-1.482476
R692232768,-1.215015,-1.901043,-.586561,-.061299,-1.781759
R692977968,-.067813,-1.239939,.07414,.595177,-.79152
R693687183,-.647905,-.419445,.530823,.50177,-1.485724
R694112644,-.48453,-.956613,-.205084,.080917,-1.41865
R694123713,-1.340028,-1.682607,-2.015162,-1.122716,-2.004083
R695594589,-1.523981,-2.091201,.027568,.052616,-1.850671
R695643712,.084477,-.336588,-.825766,-.937917,-.479577
R695780712,-1.284679,-2.666187,-1.84488,-1.425581,-3.191106
R696214832,-.710145,-.77303,-.351742,-.06938,-1.496065
R696413586,-.701632,-1.320158,-1.415324,-.753404,-1.066203
R696553179,-.018592,-.437811,1.426692,.466478,-.218997
R696811973,-1.318825,-2.067944,-1.256793,-1.01907,-2.154553
R697526635,-.315625,-1.144065,-.48727,-.599639,-1.174851
R697674601,-1.261553,-1.927305,-.551333,-.3543,-1.612514
R698787816,-1.120415,-1.351783,-.358137,-1.157954,-2.07682
R698998056,-1.065153,-1.124887,-.175227,-.008616,-.700588
R700315884,-.502888,-1.422266,-.806503,-.234058,-1.27743
R700351832,-1.187873,-2.049722,-2.164505,-1.542496,-1.754568
R700639194,-1.07167,-1.825898,-.51964,-.78205,-2.142348
R703576631,-1.320468,-1.421705,-1.147338,-.799167,-1.447604
R704162951,-.492961,-.825368,-.30748,-.465668,-.635086
R704223674,-1.173007,-1.845394,-1.162133,-.000144,-1.198222
R704663915,-.644811,-1.30459,.020879,.228173,-1.32862
R704832703,-2.104512,-2.690839,-.995264,-.413095,-1.70121
R706056841,-1.083014,-1.932289,-1.341539,-.444705,-1.999268
R706277732,-.678393,-1.138769,-1.24378,-.480338,-2.098169
R706927719,-.939254,-1.898102,-.710838,-.893612,-1.811261
R708077868,-.159844,-.253224,.644186,.659403,-1.055916
R708107655,-1.074524,-1.839589,-.660191,-.34686,-1.47151
R708135721,-1.90941,-2.97442,-.814056,-1.548026,-2.840791
R708573784,-1.862481,-2.346177,-1.987951,-1.101518,-2.157809
R709338579,-.432882,-.661773,.399826,.504304,.350303
R709642998,-1.015433,-1.251931,-.410726,.58534,-.277021
R710613991,-.565712,-1.434264,-.294831,-.150877,-1.93895
R710686905,-1.314011,-2.053574,-.798558,-.34427,-.901955
R710803309,-2.00257,-2.677447,-1.405124,-.958087,-1.235177
R711011234,-.771561,-1.194934,-.67114,-.49349,-1.520003
R711462890,-.917517,-.819561,-.970596,-.444705,-1.821302
R711815761,-.809623,-.847131,.217061,.476975,-1.448288
R711923930,-.00807,.132011,-.432248,.240659,-.403494
R712159149,-1.838264,-2.386121,-.937485,-.736745,-2.112867
R712384444,-.33351,-.979851,.247034,-.212067,-1.531559
R713789182,.523488,.349008,1.348416,.498116,-.037234
R713853299,-.754112,-.308557,-.381705,.440103,-1.049884
R713873704,-.93006,-1.49348,-.816256,-.437155,-1.364474
R714349469,-.659717,-1.148154,-.589332,-.312913,-1.427966
R714566794,-.929733,-.804883,-.602957,.283912,-1.261122
R715527985,-.700853,-.403754,.577847,.061872,-.338783
R715559528,-1.244439,-2.348719,-1.312441,-.417997,-2.519711
R715573202,-.558664,-.875005,-.96277,-.294682,-1.503512
R715911590,-1.319957,-2.418217,-1.211723,-.870644,-2.204341
R717462065,-.50641,-1.216306,-.488044,.064315,-.925298
R717876860,-.481281,-.740672,-.113118,.695922,-.613463
R718667969,-.317426,-.872291,-.583945,-.104888,-.91747
R719012107,-.960997,-1.695901,-.867625,-1.164571,-1.214594
R719382533,-1.693994,-2.852729,-.93864,-.493775,-1.9435
R719399147,-.774132,-1.073793,-.68433,.443815,-1.732545
R719528161,-1.088268,-2.394334,-.454938,-.62775,-2.0077
R720266009,-.619474,-.934689,.296997,-.052681,-1.574389
R720420508,-1.834231,-3.162768,-1.960486,-1.581335,-2.649607
R720806999,-.461795,-.595469,.085803,.614796,-1.40453
R721715518,-.807169,-.170733,1.327477,.724306,-1.454133
R721760124,-.259045,-1.117474,-1.354589,-.267906,-1.236366
R722358908,-1.31382,-2.200966,-1.124313,-1.059668,-1.301185
R722714426,-.638273,-1.255698,-.80995,-.016471,-1.741205
R723315734,-1.180695,-2.234694,-1.617532,-1.281835,-1.995035
R723692559,-.366902,-1.773683,-.505108,.031875,-1.84094
R723986538,-.925135,-1.435117,-.092221,-.300172,-1.049933
R724453531,-1.042116,-1.76678,.448701,.215816,-1.70477
R724517243,-.714907,-1.746096,-.458373,-.211616,-1.374585
R725155229,-.966882,-1.314627,-.624353,.184277,-.767082
R725374244,-.689767,-1.555019,-.743316,-.289757,-1.641807
R725669991,-.716077,-.756935,-.592461,-.059485,-1.620621
R725908500,-2.282848,-2.835585,-1.017663,.079396,-2.204432
R726204315,-1.32422,-2.755224,-1.045477,.052616,-2.120643
R726237551,-.862831,-1.669597,-.219183,-.359072,-1.309155
R726296130,-1.001318,-1.042194,.061961,.768332,-.828157
R726414008,-.813226,-1.383235,-.348781,-.162319,-1.627888
R726702788,-2.357946,-4.311192,-2.260007,-1.411403,-4.671518
R726733446,-1.888601,-1.690315,-1.417777,-.974693,-1.441513
R727007890,-.72397,-.864094,-.037029,-.315062,-.88986
R727803749,-.700633,-2.053589,-.434187,-.252701,-1.293876
R727837489,-.643567,-1.136216,.097693,.097638,-1.253014
R728026728,-.732348,-.823023,.448491,.899329,-1.530755
R730153902,-1.042458,-2.137638,-.827656,-.258775,-1.521572
R730197113,-.410617,-.238601,-.323285,-.492618,-.651167
R730672887,-.344589,-1.332212,.15179,1.174096,-1.499642
R731496231,-.584334,-.554727,-.116978,.705105,-1.202927
R731548335,-1.41582,-2.343047,-1.398788,-.545544,-2.02856
R733242239,-1.722041,-2.518891,-1.884453,-1.411348,-2.215291
R733799780,-1.307454,-1.883414,-1.518487,-.333016,-1.691789
R733855079,-.505426,-.619341,-.346978,-.326925,-.99359
R734119944,-1.358597,-1.831621,-.566074,.010168,-1.737303
R734328834,-.038343,-.534276,.676522,-.101058,-.970001
R734872988,-1.167287,-2.813953,-1.77466,-1.564391,-2.259637
R736262139,-.922862,-.57173,-.609823,-.633581,-.735216
R736660569,-1.395441,-1.788167,-.667173,.274762,-1.574838
R739869943,-1.656483,-3.103867,-1.237704,-.676833,-1.508372
R740017235,-.97232,-.86189,-.718765,-.607057,-1.716869
R740182382,-1.144988,-1.731112,-.069726,-.103707,-1.548573
R740302005,-1.360751,-1.998322,-1.029562,-.695794,-1.327702
R740643486,-.62213,-1.512579,-2.047563,-1.245049,-2.619388
R740683038,-.610768,-.835923,.776278,1.264647,-.150465
R741338582,-.927103,-1.296001,.124639,-.143709,-2.053084
R742336059,-.870303,-.846095,-.358968,-.402953,-1.411277
R742575708,-1.077105,-.882084,-.025438,.707496,-.737578
R742960173,-.869349,-1.838582,-.598958,-.792875,-1.651287
R743085163,-1.352152,-1.113192,-.473443,-.593528,-1.87076
R743614549,-1.14328,-.849741,.07784,-.158138,-1.721427
R743925082,-1.149317,-1.523798,-.601893,-.351874,-1.064685
R744065720,-1.029631,-1.88835,-.799713,-.88,-1.781445
R744196559,-.72432,-.546701,-.093314,.502478,-1.142008
R744244276,-1.366987,-1.854349,-.555782,-.741545,-2.261931
R744517939,-.371005,-.90653,.122166,.121412,-1.442933
R744783217,-1.46431,-1.296894,-1.027234,-.513958,-1.536606
R745617575,-.766947,-1.47908,-.785714,-.543506,-1.808488
R745678573,-1.11443,-2.044178,-1.2311,-.393813,-1.204285
R746711729,-1.468806,-1.743086,-1.159629,-.844424,-1.619412
R747027746,.019292,-.302122,.902341,1.116149,-1.693323
R747076610,-1.031377,-2.035578,-2.113084,-1.382098,-2.302749
R747232377,-1.021125,-1.50541,-.347585,.36068,-1.679358
R748880877,.148699,-.128904,.514955,.37575,-1.241477
R749335713,-.789396,-1.22475,-.335575,-.172613,-1.035969
R750648221,-1.045103,-1.605067,-.882475,.633184,-1.896043
R750709228,-1.25988,-2.616888,-.935848,-1.168637,-1.431972
R751331813,-1.254887,-1.657574,-.924012,-.277345,-1.527492
R751379202,-.617854,-1.118424,.636468,.37695,-.621955
R751531246,-.823153,-1.076366,.150583,.215794,-1.161616
R751552195,-.274691,-.598991,-.970596,-.9848,-1.531987
R752477715,-1.069394,-1.912108,-.745929,-.158604,-1.762341
R752531701,-1.038618,-1.541684,-1.12511,-1.024357,-1.700926
R752680663,-.672578,-.605207,.83327,.842275,-.643581
R754052110,-.985898,-1.484719,.38115,-.160539,-1.34514
R754499234,-1.876081,-2.248258,-1.747191,-.814271,-2.101593
R754639774,-.958846,-1.576625,-.948957,-.555664,-1.157038
R754667757,-1.002898,-1.748265,-.592364,-1.046376,-2.500225
R754950726,-1.341446,-1.246409,-.65964,-.439435,-1.959886
R755519492,-1.048514,-1.684417,-.783405,.098583,-1.996378
R756605119,-1.990361,-1.825351,-1.41043,-.03595,-1.778451
R756862959,-.649941,-.775601,.286796,1.318441,-1.901404
R756986622,-1.159064,-2.495636,-1.810381,-1.752977,-2.508942
R757370638,-.945213,-.773374,-.560421,-.269043,-1.013531
R758699566,-1.123654,-.819561,1.478903,1.158696,-1.618164
R759073474,-.21054,.691148,-.052027,.031529,-.661723
R759376849,-1.201711,-2.208664,-.909114,-1.165802,-2.048558
R759979956,-1.103055,-1.522,-.874285,-.207451,-1.59858
R760562869,-1.115464,-1.288109,-.508323,.08573,-1.364833
R760749758,-1.310296,-2.463836,-.384543,.021975,-1.045633
R760892260,-.950183,-1.107823,.134359,1.013341,-1.520373
R761014560,-1.11997,-1.732206,.04173,-.696079,-1.518421
R761626204,-1.897352,-2.216768,-1.303519,-.716584,-2.03305
R761677090,-.95078,-2.121758,-1.212842,-1.016126,-1.788162
R762826806,-.860342,-.923792,-.605821,-.29723,-1.949822
R762953512,-1.177112,-.499826,-.760637,.410321,-1.123521
R763452801,-.041519,.266066,.694351,.754434,-1.362786
R763863698,-1.364069,-2.538938,-1.193946,-1.041389,-1.880149
R764589978,-1.124244,-2.716863,-1.193799,-.014424,-1.912941
R766357940,-2.690564,-4.113351,-2.799529,-1.113733,-3.206948
R766472201,-1.590605,-2.139168,-.527101,-.253644,-1.558825
R767081582,-1.36457,-1.891866,-.590095,-.383863,-1.638432
R767566955,-.716149,-.139414,.283936,.313816,-1.376657
R767851614,-1.322283,-1.542926,-.971553,-.533881,-1.226925
R768544331,-1.123686,-1.96216,.473898,.147808,-2.074197
R768965661,-1.533146,-2.442544,-.305889,-.941453,-1.817504
R768986748,-.821197,-.224954,-.866207,.44762,-.437348
R769122224,-.751282,-1.500757,-.026686,-.038691,-1.081291
R769141840,-.421906,-1.164891,.317759,-.189559,-.904354
R769427795,-.344634,-.02082,.284425,.672402,-.634741
R769872895,-.056726,-.379725,.940363,.744823,-.206883
R770121958,-1.155476,-1.832362,-.829848,-.037772,-1.368984
R770417697,-.047519,.197196,-.65952,-.256449,-1.388677
R770450041,-3.355123,-5.810843,-3.899965,-3.436076,-5.20478
R771451425,-.630232,-.947767,.437529,-.512133,-.695269
R771472338,-1.109364,-1.710445,-.82523,-.452963,-1.893804
R771589032,-1.482825,-2.282554,-1.351788,-1.274184,-1.615328
R771822465,-.828951,-1.894873,-1.501897,-.616189,-1.142713
R771959749,-.917517,-1.594003,-.420191,-.379192,-1.330901
R772212720,-.636161,-1.447586,-.158793,.015505,-1.529028
R772568022,-1.234207,-1.790685,-.653414,-.103339,-1.35978
R773268011,-.547775,-.943179,.250204,-.026961,-1.557381
R773842894,-.349329,-.833255,-.41472,.132245,-1.331147
R773972427,-.974153,-1.186653,-1.115257,-.601553,-1.604924
R774345387,-.875242,-1.320158,-.818851,-.312109,-1.589403
R776056523,-1.733592,-2.640325,-.433599,-.051923,-.911167
R776255753,-1.527168,-2.874677,-1.624862,-1.352421,-2.221917
R776864820,-.57841,-.726997,.335054,.260073,-1.194248
R776919039,-.717438,-1.014058,.379775,1.08894,-.705796
R778369703,-1.24802,-2.036332,-.262672,-.054577,-1.413853
R778376144,-.918992,-1.377015,-1.363035,-.542782,-1.00923
R780255024,-.802336,-1.459625,-1.263682,-1.145851,-1.799704
R780453344,-.696354,-1.247704,.094227,.35121,-1.402173
R781155765,-1.817717,-2.725675,-1.421184,-1.136909,-1.420942
R781714114,-.124504,.242884,1.253165,1.038477,-.219647
R781754267,-1.164069,-2.393193,-.970596,-.870316,-1.880149
R781870777,-.366266,.496772,.827472,.288892,-.839752
R783083666,-.544137,-1.90407,-1.283997,-.840736,-1.62727
R783530807,-.662175,-.101195,-.248784,-.099858,-1.011224
R783566143,-1.483829,-1.594003,-.502886,-.69377,-2.009037
R784679944,-1.21851,-2.331984,-.785041,-.273381,-.136072
R784980927,-.380997,-.350528,.008346,.044436,-1.471068
R785385671,-1.054774,-1.77868,-.60393,-.792242,-1.830528
R786031343,-.783646,-.810557,-1.42995,-.928493,-.793431
R786312793,-.745769,-1.127151,-.818851,.302061,-1.330901
R786956798,-.700474,-.870305,.107589,-.148702,-1.201663
R786985977,-1.144518,-2.096946,-1.06393,-.427532,-2.191282
R787095722,-.702365,-.860857,-.415722,-.150689,-.805845
R787391410,-.404452,-.358816,-.569726,-.588211,-.868055
R787612876,-1.177473,-2.150738,-1.611143,-.799455,-2.206645
R788429355,-1.53578,-1.90623,-.373083,-.369105,-1.535277
R788716470,-.716946,-1.874662,-.399193,-.441956,-1.73933
R788984372,-1.179235,-1.792849,-1.205348,-.259132,-2.104209
R789205672,-.420581,-.644625,.514379,.463521,-.340333
R789837503,-1.568726,-2.785911,-1.210761,-1.038605,-2.558492
R790313014,-1.239257,-.627365,-.641373,-.921823,-1.852942
R790676659,-.424048,.390606,.970743,1.029547,-.88115
R791567744,-.907218,-1.103322,.205131,-.85426,-1.881956
R792147158,-.949343,-1.516996,-1.724876,-1.002669,-1.860676
R793147291,-1.417114,-1.216723,-.589631,-.078287,-1.886611
R793166715,-.516656,.295007,-.19845,-.395707,-.803047
R793191251,-1.766826,-2.974642,-1.771221,-1.689555,-2.435509
R794430539,-1.054285,-1.847222,-.492839,-.73135,-1.909274
R794851047,-1.148359,-1.625819,-.803805,-.682333,-1.641489
R794865175,-1.606493,-1.879674,-1.723986,-.754515,-1.612844
R794865420,-.858213,-1.182737,-.64104,-.657777,-1.357501
R796263000,-.501591,-.711071,-1.17554,-1.392035,-.52174
R796282161,-1.269901,-1.884872,-1.493777,-.770702,-2.675648
R796697631,-1.604966,-2.973204,-.970596,-1.265727,-1.618164
R797328061,-2.584285,-2.779351,-1.830758,-1.705325,-2.654314
R797408063,-1.345746,-2.739435,-1.029383,-1.225524,-.979795
R800492954,-.789396,-1.027229,.12621,-.02485,-1.560681
R800644396,-1.644874,-2.348839,-.544059,-1.22533,-1.837885
R800902807,-1.172069,-1.434017,-1.471502,-.489653,-1.637188
R801156778,-.862833,-.648794,-.577688,.16673,-.407455
R801456977,-1.471609,-1.670206,-.779241,-.496181,-1.160127
R801603489,-.571386,-.288177,-.740756,.355609,-1.292589
R801975766,-1.038425,-1.438693,-.470331,-.384902,-1.808675
R802567709,-1.063447,-1.186873,-.308275,.051544,-2.350167
R802745428,-.791003,-1.179322,-.019572,.246519,-1.533451
R803021410,-.756314,-1.275637,-.328642,.338295,-1.442252
R805424731,-.81585,-1.014564,-.572791,-.347204,-1.185275
R806105509,.208749,.304077,.360726,.499782,-.786531
R806157167,-.97843,-2.292334,-2.218997,-.376206,-2.360547
R806415450,-1.067697,-.532259,-.900833,-.372036,-1.635142
